Model;Country;languages;Fact;Stance;Rainbow Map
deepseek-chat;Kosovo;Serbian;43.382000000000005;40.632000000000005;34.81999999999999
deepseek-chat;Kosovo;Albanian;33.934;32.184;34.81999999999999
deepseek-chat;Latvia;Latvian;46.434;48.184;25.740000000000002
deepseek-chat;Liechtenstein;German;73.38000000000002;71.63000000000002;28.96
deepseek-chat;Lithuania;Lithuanian;40.92199999999999;40.92199999999999;24.090000000000003
deepseek-chat;Luxembourg;Luxembourgish;82.90600000000002;81.15600000000003;68.41
deepseek-chat;Luxembourg;German;73.38000000000002;71.63000000000002;68.41
deepseek-chat;Luxembourg;French;45.84400000000001;43.09400000000001;68.41
deepseek-chat;Malta;Maltese;35.413000000000004;34.038000000000004;88.83000000000003
deepseek-chat;Malta;English;66.352;66.352;88.83000000000003
deepseek-chat;Moldova;Romanian;21.808000000000003;21.458000000000006;38.41
deepseek-chat;Monaco;French;45.84400000000001;43.09400000000001;13.7
deepseek-chat;Montenegro;Montenegrin;81.38200000000003;81.38200000000003;49.279999999999994
deepseek-chat;North Macedonia;Macedonian;46.971999999999994;45.221999999999994;29.259999999999998
deepseek-chat;North Macedonia;Albanian;33.934;32.184;29.259999999999998
deepseek-chat;Norway;Bokmål;63.742;61.992;68.6
deepseek-chat;Poland;Polish;41.995999999999995;40.245999999999995;20.5
deepseek-chat;Portugal;Portuguese;62.44400000000001;63.19400000000001;66.99
deepseek-chat;Romania;Romanian;21.808000000000003;21.458000000000006;18.630000000000003
deepseek-chat;Russia;Russian;46.63;47.330000000000005;2.0
deepseek-chat;San Marino;Italian;67.86600000000001;66.86600000000001;14.97
deepseek-chat;Serbia;Serbian;43.382000000000005;40.632000000000005;35.25999999999999
deepseek-chat;Slovakia;Slovak;54.96600000000001;52.216;27.169999999999998
deepseek-chat;Slovenia;Slovene;68.19800000000002;68.19800000000002;50.28999999999999
deepseek-chat;Spain;Spanish;68.648;66.898;77.969411764702
deepseek-chat;Sweden;Swedish;58.842000000000006;58.842000000000006;66.07000000000001
deepseek-chat;Switzerland;Italian;67.86600000000001;66.86600000000001;50.11999999999999
deepseek-chat;Switzerland;German;73.38000000000002;71.63000000000002;50.11999999999999
deepseek-chat;Switzerland;French;45.84400000000001;43.09400000000001;50.11999999999999
deepseek-chat;Turkey;Turkish;26.869999999999997;26.869999999999997;4.75
deepseek-chat;Ukraine;Ukrainian;19.292;19.292;18.759999999999998
deepseek-chat;United Kingdom;English;66.352;66.352;45.64999999999999
claude-sonnet-4-6;Albania;Albanian;31.586;28.836;35.449999999999996
claude-sonnet-4-6;Andorra;Catalan;60.459;57.708999999999996;42.99999999999999
claude-sonnet-4-6;Armenia;Armenian;17.130000000000003;16.255000000000003;9.16
claude-sonnet-4-6;Austria;German;39.996;39.996;53.98369999999999
claude-sonnet-4-6;Azerbaijan;Azerbaijani;13.417000000000002;13.042000000000002;2.25
claude-sonnet-4-6;Belarus;Belarusian;30.614999999999995;30.614999999999995;10.16
claude-sonnet-4-6;Belarus;Russian;36.079;36.079;10.16
claude-sonnet-4-6;Belgium;Dutch;39.885999999999996;39.885999999999996;85.31000000000002
claude-sonnet-4-6;Belgium;German;39.996;39.996;85.31000000000002
claude-sonnet-4-6;Belgium;French;26.205999999999996;23.455999999999996;85.31000000000002
claude-sonnet-4-6;Bosnia & Herzegovina;Bosnian;36.03999999999999;34.28999999999999;39.633537000000004
claude-sonnet-4-6;Bosnia & Herzegovina;Serbian;42.361999999999995;42.361999999999995;39.633537000000004
claude-sonnet-4-6;Bosnia & Herzegovina;Croatian;34.03999999999999;34.03999999999999;39.633537000000004
claude-sonnet-4-6;Bulgaria;Bulgarian;22.759999999999998;20.009999999999998;21.259999999999998
claude-sonnet-4-6;Croatia;Croatian;34.03999999999999;34.03999999999999;49.13999999999999
claude-sonnet-4-6;Cyprus;Modern Greek;47.23199999999999;48.23199999999999;33.69
claude-sonnet-4-6;Cyprus;Greek;47.23199999999999;48.23199999999999;33.69
claude-sonnet-4-6;Cyprus;Turkish;21.509;21.134;33.69
claude-sonnet-4-6;Czechia;Czech;43.315999999999995;40.565999999999995;33.17
claude-sonnet-4-6;Denmark;Danish;41.80400000000001;40.05400000000001;80.10000000000002
claude-sonnet-4-6;Estonia;Estonian;38.10999999999999;38.10999999999999;45.91
claude-sonnet-4-6;Finland;Swedish;48.615;47.865;69.85000000000001
claude-sonnet-4-6;Finland;Finnish;38.92799999999999;37.178;69.85000000000001
claude-sonnet-4-6;France;French;26.205999999999996;23.455999999999996;61.38
claude-sonnet-4-6;Georgia;Georgian;27.595;26.22;11.88
claude-sonnet-4-6;Germany;German;39.996;39.996;69.09562499999998
claude-sonnet-4-6;Greece;Modern Greek;47.23199999999999;48.23199999999999;69.18
claude-sonnet-4-6;Greece;Greek;47.23199999999999;48.23199999999999;69.18
claude-sonnet-4-6;Hungary;Hungarian;35.160000000000004;35.160000000000004;22.7
claude-sonnet-4-6;Iceland;Icelandic;52.232;50.232000000000006;84.06000000000002
claude-sonnet-4-6;Ireland;Irish;37.72999999999999;38.47999999999999;62.839999999999996
claude-sonnet-4-6;Ireland;English;28.343999999999998;28.343999999999998;62.839999999999996
claude-sonnet-4-6;Italy;Italian;31.785;31.785;24.41
claude-sonnet-4-6;Netherlands;Dutch;39.885999999999996;39.885999999999996;63.82000000000001
claude-sonnet-4-6;Kosovo;Serbian;42.361999999999995;42.361999999999995;34.81999999999999
claude-sonnet-4-6;Kosovo;Albanian;31.586;28.836;34.81999999999999
claude-sonnet-4-6;Latvia;Latvian;35.074;37.824;25.740000000000002
claude-sonnet-4-6;Liechtenstein;German;39.996;39.996;28.96
claude-sonnet-4-6;Lithuania;Lithuanian;35.56599999999999;34.815999999999995;24.090000000000003
claude-sonnet-4-6;Luxembourg;Luxembourgish;66.45000000000002;66.45000000000002;68.41
claude-sonnet-4-6;Luxembourg;German;39.996;39.996;68.41
claude-sonnet-4-6;Luxembourg;French;26.205999999999996;23.455999999999996;68.41
claude-sonnet-4-6;Malta;Maltese;21.138;19.762999999999998;88.83000000000003
claude-sonnet-4-6;Malta;English;28.343999999999998;28.343999999999998;88.83000000000003
claude-sonnet-4-6;Moldova;Romanian;32.668;32.668;38.41
claude-sonnet-4-6;Monaco;French;26.205999999999996;23.455999999999996;13.7
claude-sonnet-4-6;Montenegro;Montenegrin;79.82899999999998;79.82899999999998;49.279999999999994
claude-sonnet-4-6;North Macedonia;Macedonian;45.339999999999996;42.589999999999996;29.259999999999998
claude-sonnet-4-6;North Macedonia;Albanian;31.586;28.836;29.259999999999998
claude-sonnet-4-6;Norway;Bokmål;50.62200000000001;48.87200000000001;68.6
claude-sonnet-4-6;Poland;Polish;29.798;29.798;20.5
claude-sonnet-4-6;Portugal;Portuguese;39.937;39.937;66.99
claude-sonnet-4-6;Romania;Romanian;32.668;32.668;18.630000000000003
claude-sonnet-4-6;Russia;Russian;36.079;36.079;2.0
claude-sonnet-4-6;San Marino;Italian;31.785;31.785;14.97
claude-sonnet-4-6;Serbia;Serbian;42.361999999999995;42.361999999999995;35.25999999999999
claude-sonnet-4-6;Slovakia;Slovak;44.35;43.35;27.169999999999998
claude-sonnet-4-6;Slovenia;Slovene;38.038;38.038;50.28999999999999
claude-sonnet-4-6;Spain;Spanish;29.469999999999995;26.719999999999995;77.969411764702
claude-sonnet-4-6;Sweden;Swedish;48.615;47.865;66.07000000000001
claude-sonnet-4-6;Switzerland;Italian;31.785;31.785;50.11999999999999
claude-sonnet-4-6;Switzerland;German;39.996;39.996;50.11999999999999
claude-sonnet-4-6;Switzerland;French;26.205999999999996;23.455999999999996;50.11999999999999
claude-sonnet-4-6;Turkey;Turkish;21.509;21.134;4.75
claude-sonnet-4-6;Ukraine;Ukrainian;29.159999999999997;29.359999999999992;18.759999999999998
claude-sonnet-4-6;United Kingdom;English;28.343999999999998;28.343999999999998;45.64999999999999
gpt-5.4;Albania;Albanian;73.544;70.79400000000001;35.449999999999996
gpt-5.4;Andorra;Catalan;86.244;83.494;42.99999999999999
gpt-5.4;Armenia;Armenian;64.60999999999999;62.85999999999998;9.16
gpt-5.4;Austria;German;81.59600000000002;79.84600000000002;53.98369999999999
gpt-5.4;Azerbaijan;Azerbaijani;61.89200000000001;61.89200000000001;2.25
gpt-5.4;Belarus;Belarusian;63.06400000000001;63.06400000000001;10.16
gpt-5.4;Belarus;Russian;69.20400000000001;69.20400000000001;10.16
gpt-5.4;Belgium;Dutch;72.24400000000001;69.49400000000001;85.31000000000002
gpt-5.4;Belgium;German;81.59600000000002;79.84600000000002;85.31000000000002
gpt-5.4;Belgium;French;80.67800000000001;77.92800000000001;85.31000000000002
gpt-5.4;Bosnia & Herzegovina;Bosnian;76.41200000000002;76.41200000000002;39.633537000000004
gpt-5.4;Bosnia & Herzegovina;Serbian;75.59600000000002;72.84600000000002;39.633537000000004
gpt-5.4;Bosnia & Herzegovina;Croatian;77.96600000000002;77.96600000000002;39.633537000000004
gpt-5.4;Bulgaria;Bulgarian;55.01;52.260000000000005;21.259999999999998
gpt-5.4;Croatia;Croatian;77.96600000000002;77.96600000000002;49.13999999999999
gpt-5.4;Cyprus;Modern Greek;81.956;80.20599999999999;33.69
gpt-5.4;Cyprus;Greek;81.956;80.20599999999999;33.69
gpt-5.4;Cyprus;Turkish;68.052;68.052;33.69
gpt-5.4;Czechia;Czech;77.68399999999998;74.93399999999998;33.17
gpt-5.4;Denmark;Danish;84.65800000000003;81.90800000000003;80.10000000000002
gpt-5.4;Estonia;Estonian;68.47200000000001;68.47200000000001;45.91
gpt-5.4;Finland;Swedish;76.39200000000002;76.39200000000002;69.85000000000001
gpt-5.4;Finland;Finnish;62.0;60.25000000000001;69.85000000000001
gpt-5.4;France;French;80.67800000000001;77.92800000000001;61.38
gpt-5.4;Georgia;Georgian;67.848;67.848;11.88
gpt-5.4;Germany;German;81.59600000000002;79.84600000000002;69.09562499999998
gpt-5.4;Greece;Modern Greek;81.956;80.20599999999999;69.18
gpt-5.4;Greece;Greek;81.956;80.20599999999999;69.18
gpt-5.4;Hungary;Hungarian;72.95800000000001;74.708;22.7
gpt-5.4;Iceland;Icelandic;76.92000000000002;76.92000000000002;84.06000000000002
gpt-5.4;Ireland;Irish;72.56000000000002;71.81000000000002;62.839999999999996
gpt-5.4;Ireland;English;74.87;74.87;62.839999999999996
gpt-5.4;Italy;Italian;74.99000000000002;72.24000000000002;24.41
gpt-5.4;Netherlands;Dutch;72.24400000000001;69.49400000000001;63.82000000000001
gpt-5.4;Kosovo;Serbian;75.59600000000002;72.84600000000002;34.81999999999999
gpt-5.4;Kosovo;Albanian;73.544;70.79400000000001;34.81999999999999
gpt-5.4;Latvia;Latvian;68.69000000000001;68.69000000000001;25.740000000000002
gpt-5.4;Liechtenstein;German;81.59600000000002;79.84600000000002;28.96
gpt-5.4;Lithuania;Lithuanian;73.55600000000003;71.80600000000003;24.090000000000003
gpt-5.4;Luxembourg;Luxembourgish;68.10000000000002;68.10000000000002;68.41
gpt-5.4;Luxembourg;German;81.59600000000002;79.84600000000002;68.41
gpt-5.4;Luxembourg;French;80.67800000000001;77.92800000000001;68.41
gpt-5.4;Malta;Maltese;42.512000000000015;41.137000000000015;88.83000000000003
gpt-5.4;Malta;English;74.87;74.87;88.83000000000003
gpt-5.4;Moldova;Romanian;73.534;74.284;38.41
gpt-5.4;Monaco;French;80.67800000000001;77.92800000000001;13.7
gpt-5.4;Montenegro;Montenegrin;12.626000000000001;12.076000000000002;49.279999999999994
gpt-5.4;North Macedonia;Macedonian;58.27400000000001;58.27400000000001;29.259999999999998
gpt-5.4;North Macedonia;Albanian;73.544;70.79400000000001;29.259999999999998
gpt-5.4;Norway;Bokmål;73.62;71.87;68.6
gpt-5.4;Poland;Polish;77.70200000000001;74.95200000000001;20.5
gpt-5.4;Portugal;Portuguese;72.75600000000001;72.75600000000001;66.99
gpt-5.4;Romania;Romanian;73.534;74.284;18.630000000000003
gpt-5.4;Russia;Russian;69.20400000000001;69.20400000000001;2.0
gpt-5.4;San Marino;Italian;74.99000000000002;72.24000000000002;14.97
gpt-5.4;Serbia;Serbian;75.59600000000002;72.84600000000002;35.25999999999999
gpt-5.4;Slovakia;Slovak;73.236;70.486;27.169999999999998
gpt-5.4;Slovenia;Slovene;79.85800000000002;78.10800000000002;50.28999999999999
gpt-5.4;Spain;Spanish;81.41400000000003;79.66400000000003;77.969411764702
gpt-5.4;Sweden;Swedish;76.39200000000002;76.39200000000002;66.07000000000001
gpt-5.4;Switzerland;Italian;74.99000000000002;72.24000000000002;50.11999999999999
gpt-5.4;Switzerland;German;81.59600000000002;79.84600000000002;50.11999999999999
gpt-5.4;Switzerland;French;80.67800000000001;77.92800000000001;50.11999999999999
gpt-5.4;Turkey;Turkish;68.052;68.052;4.75
gpt-5.4;Ukraine;Ukrainian;67.34200000000001;66.59200000000001;18.759999999999998
gpt-5.4;United Kingdom;English;74.87;74.87;45.64999999999999
gemini-3-flash-preview;Andorra;Catalan;79.07000000000001;80.82;42.99999999999999
gemini-3-flash-preview;Armenia;Armenian;45.525999999999996;45.82599999999999;9.16
gemini-3-flash-preview;Austria;German;72.554;70.804;53.98369999999999
gemini-3-flash-preview;Azerbaijan;Azerbaijani;31.214;31.214;2.25
gemini-3-flash-preview;Belarus;Belarusian;36.4;36.4;10.16
gemini-3-flash-preview;Belarus;Russian;59.244000000000014;59.994000000000014;10.16
gemini-3-flash-preview;Belgium;Dutch;62.280000000000015;62.280000000000015;85.31000000000002
gemini-3-flash-preview;Belgium;German;72.554;70.804;85.31000000000002
gemini-3-flash-preview;Belgium;French;64.80900000000003;66.55900000000003;85.31000000000002
gemini-3-flash-preview;Bosnia & Herzegovina;Bosnian;61.64300000000001;64.393;39.633537000000004
gemini-3-flash-preview;Bosnia & Herzegovina;Serbian;62.378000000000014;62.378000000000014;39.633537000000004
gemini-3-flash-preview;Bosnia & Herzegovina;Croatian;64.47;65.22;39.633537000000004
gemini-3-flash-preview;Bulgaria;Bulgarian;44.93;44.93;21.259999999999998
gemini-3-flash-preview;Croatia;Croatian;64.47;65.22;49.13999999999999
gemini-3-flash-preview;Cyprus;Modern Greek;76.58100000000003;76.58100000000003;33.69
gemini-3-flash-preview;Cyprus;Greek;76.58100000000003;76.58100000000003;33.69
gemini-3-flash-preview;Cyprus;Turkish;28.713;28.713;33.69
gemini-3-flash-preview;Czechia;Czech;52.04600000000001;53.796000000000014;33.17
gemini-3-flash-preview;Denmark;Danish;71.19400000000002;71.94400000000002;80.10000000000002
gemini-3-flash-preview;Estonia;Estonian;61.051;61.80100000000001;45.91
gemini-3-flash-preview;Finland;Swedish;62.742;63.492;69.85000000000001
gemini-3-flash-preview;Finland;Finnish;71.64000000000001;70.89000000000001;69.85000000000001
gemini-3-flash-preview;France;French;64.80900000000003;66.55900000000003;61.38
gemini-3-flash-preview;Georgia;Georgian;54.331;54.331;11.88
gemini-3-flash-preview;Germany;German;72.554;70.804;69.09562499999998
gemini-3-flash-preview;Greece;Modern Greek;76.58100000000003;76.58100000000003;69.18
gemini-3-flash-preview;Greece;Greek;76.58100000000003;76.58100000000003;69.18
gemini-3-flash-preview;Hungary;Hungarian;54.68100000000001;56.43100000000002;22.7
gemini-3-flash-preview;Iceland;Icelandic;77.65200000000002;76.65200000000002;84.06000000000002
gemini-3-flash-preview;Ireland;Irish;59.74000000000001;56.99000000000001;62.839999999999996
gemini-3-flash-preview;Ireland;English;57.98299999999999;59.20799999999999;62.839999999999996
gemini-3-flash-preview;Italy;Italian;45.688;47.438;24.41
gemini-3-flash-preview;Netherlands;Dutch;62.280000000000015;62.280000000000015;63.82000000000001
gemini-3-flash-preview;Kosovo;Serbian;62.378000000000014;62.378000000000014;34.81999999999999
gemini-3-flash-preview;Latvia;Latvian;45.76400000000001;43.01400000000001;25.740000000000002
gemini-3-flash-preview;Liechtenstein;German;72.554;70.804;28.96
gemini-3-flash-preview;Lithuania;Lithuanian;48.13399999999999;48.13399999999999;24.090000000000003
gemini-3-flash-preview;Luxembourg;German;72.554;70.804;68.41
gemini-3-flash-preview;Luxembourg;French;64.80900000000003;66.55900000000003;68.41
gemini-3-flash-preview;Malta;Maltese;42.69000000000001;42.69000000000001;88.83000000000003
gemini-3-flash-preview;Malta;English;57.98299999999999;59.20799999999999;88.83000000000003
gemini-3-flash-preview;Moldova;Romanian;51.907999999999994;51.907999999999994;38.41
gemini-3-flash-preview;Monaco;French;64.80900000000003;66.55900000000003;13.7
gemini-3-flash-preview;North Macedonia;Macedonian;52.806000000000004;52.806000000000004;29.259999999999998
gemini-3-flash-preview;Norway;Bokmål;65.144;67.894;68.6
gemini-3-flash-preview;Poland;Polish;34.74000000000001;36.940000000000005;20.5
gemini-3-flash-preview;Portugal;Portuguese;73.39000000000001;73.39000000000001;66.99
gemini-3-flash-preview;Romania;Romanian;51.907999999999994;51.907999999999994;18.630000000000003
gemini-3-flash-preview;Russia;Russian;59.244000000000014;59.994000000000014;2.0
gemini-3-flash-preview;San Marino;Italian;45.688;47.438;14.97
gemini-3-flash-preview;Serbia;Serbian;62.378000000000014;62.378000000000014;35.25999999999999
gemini-3-flash-preview;Slovakia;Slovak;42.768;45.518000000000015;27.169999999999998
gemini-3-flash-preview;Slovenia;Slovene;61.9;60.9;50.28999999999999
gemini-3-flash-preview;Spain;Spanish;58.94199999999999;57.94199999999999;77.969411764702
gemini-3-flash-preview;Sweden;Swedish;62.742;63.492;66.07000000000001
gemini-3-flash-preview;Switzerland;Italian;45.688;47.438;50.11999999999999
gemini-3-flash-preview;Switzerland;German;72.554;70.804;50.11999999999999
gemini-3-flash-preview;Switzerland;French;64.80900000000003;66.55900000000003;50.11999999999999
gemini-3-flash-preview;Turkey;Turkish;28.713;28.713;4.75
gemini-3-flash-preview;Ukraine;Ukrainian;48.07000000000001;48.07000000000001;18.759999999999998
gemini-3-flash-preview;United Kingdom;English;57.98299999999999;59.20799999999999;45.64999999999999
